election_date,anc,last_name,first_name,suffix
1990-11-06,3F05,Polk,Donald E.,
1990-11-06,3F06,Braun,Charles R.,
1992-11-03,3F05,Mitchell,Douglass,
1992-11-03,3F06,Braun,Charles R.,
1992-11-03,3F07,Malcom,Steve,
1994-11-08,3F05,Mitchell,Douglass,
1994-11-08,3F06,Strauss,Scott H.,
1994-11-08,3F07,Malcom,Steve,
1996-11-05,3F05,Saccocio,Martha,
1996-11-05,3F06,Strauss,Scott H.,
1996-11-05,3F07,Malcom,Stephen R.,
1998-11-03,3F05,Mitchell,Douglass,
1998-11-03,3F06,Spencer,Robert L.,
1998-11-03,3F07,Fitzgerald,Duane,
2000-11-07,3F05,Mitchell,Douglass,
2000-11-07,3F06,Wiss,Cathy,
2000-11-07,3F07,Oglesby,Lyn,
2002-11-05,3F05,Bernardi,Judith M.,
2002-11-05,3F06,Wiss,Cathy,
2002-11-05,3F07,Dennis,Stephen N.,
2004-11-02,3F05,Gandhi,Mital M.,
2004-11-02,3F06,Wiss,Cathy,
2004-11-02,3F07,Klibanoff,Daniel,
2006-11-07,3F05,Gandhi,Mital M.,
2006-11-07,3F06,Wiss,Cathy,
2006-11-07,3F07,Klibanoff,Daniel L.,
2008-11-04,3F05,Gandhi,Mital M.,
2008-11-04,3F06,Wiss,Cathy,
2008-11-04,3F07,Klibanoff,Daniel L.,
2010-11-02,3F05,Jankowski,Roman,
2010-11-02,3F06,Wiss,Cathy,
2010-11-02,3F07,Summersgill,Bob,
2012-11-06,3F05,Priniotakis,Manolis R.,
2012-11-06,3F06,Lowell,David Solorzano,
2012-11-06,3F07,Summersgill,Bob,
1979-11-06,3F08,No candidate,,
1979-11-06,3G01,No candidate,,
1979-11-06,3G02,Beach,Allen E.,
1981-11-03,3F08,Heller,Mark A.,
1981-11-03,3G01,Cook,Heleny,
1981-11-03,3G02,Beach,Allen E.,
1984-11-06,3G01,Cook,Heleny,
1984-11-06,3G02,Rich,Ed,
1986-11-04,3G01,Hyndman,Vance,
1986-11-04,3G02,No candidate,,
1988-11-08,3G01,Grayson,Byron J.,Sr
1988-11-08,3G02,Moore,Lelia Z.,
1990-11-06,3G01,Grayson,Byron J.,Sr
1990-11-06,3G02,Diamond,Robert A.,
1992-11-03,3G01,McGuire,Joe,
1992-11-03,3G02,Diamond,Robert A.,
1994-11-08,3G01,Kearney,Steve,
1994-11-08,3G02,Carr,Francis S. (Frank),
1996-11-05,3G01,Bishop,Joseph L.,
1996-11-05,3G02,Carr,Francis S. (Frank),
1998-11-03,3G01,Bishop,Joseph L.,
1998-11-03,3G02,Buchholz,Frank D.,
2000-11-07,3G01,Bishop,Joseph L.,
2000-11-07,3G02,Buchholz,Frank D.,
2002-11-05,3G01,Redmond,Deborah L.,
2002-11-05,3G02,Buchholz,Frank D.,
2004-11-02,3G01,Redmond,Deborah L.,
2004-11-02,3G02,Buchholz,Frank D.,
2006-11-07,3G01,Seitz,Carol,
2006-11-07,3G02,Thompson,Gary,
2008-11-04,3G01,Cook,Carolyn A.,
2008-11-04,3G02,Thompson,Gary,
2010-11-02,3G01,Cook,Carolyn A.,
2010-11-02,3G02,Thompson,Gary,
2012-11-06,3G01,Cook,"Carolyn ""Callie""",
2012-11-06,3G02,Thompson,Gary,
1979-11-06,3G03,Carlson,Gail R.,
1979-11-06,3G04,Gisleson,Janet Walton,
1979-11-06,3G05,No candidate,,
1981-11-03,3G03,Schoenecker,Lee,
1981-11-03,3G04,Williams,Martha E.,
1981-11-03,3G05,Shelley,Louise I.,
1984-11-06,3G03,Schoenecker,Lee,
1984-11-06,3G04,Beach,Allen E.,
1984-11-06,3G05,Ramos,Robert A.,
1986-11-04,3G03,Schoenecker,Lee,
1986-11-04,3G04,Beach,Allen E.,
1986-11-04,3G05,Rowse,Mary,
1988-11-08,3G03,Schoenecker,Lee,
1988-11-08,3G04,Beach,Allen E.,
1988-11-08,3G05,Rowse,Mary,
1990-11-06,3G03,Renshaw,Anne M.,
1990-11-06,3G04,Beach,Allen E.,
1990-11-06,3G05,Wrin,Marty,
1992-11-03,3G03,Renshaw,Anne M.,
1992-11-03,3G04,Beach,Allen E.,
1992-11-03,3G05,Wrin,Marty,
1994-11-08,3G03,Renshaw,Anne M.,
1994-11-08,3G04,Beach,Allen E.,
1994-11-08,3G05,O'Hara,Elizabeth B.,
1996-11-05,3G03,Renshaw,Anne M.,
1996-11-05,3G04,Beach,Allen E.,
1996-11-05,3G05,Myers,Robert,
1998-11-03,3G03,Renshaw,Anne M.,
1998-11-03,3G04,Beach,Allen E.,
1998-11-03,3G05,Myers,Robert,
2000-11-07,3G03,Renshaw,Anne M.,
2000-11-07,3G04,Beach,Allen E.,
2000-11-07,3G05,Kowalski,Lesley T.,
2002-11-05,3G03,Renshaw,Anne M.,
2002-11-05,3G04,Beach,Allen E.,
2002-11-05,3G05,Levine,Jerry,
2004-11-02,3G03,Nolan,Samantha,
2004-11-02,3G04,Beach,Allen E.,
2004-11-02,3G05,Levine,Jerry,
2006-11-07,3G03,Nolan,Samantha,
2006-11-07,3G04,Beach,Allen E.,
2006-11-07,3G05,Levine,Jerry,
2008-11-04,3G03,Nolan,Samantha,
2008-11-04,3G04,Beach,Allen E.,
2008-11-04,3G05,Engel,David,
2010-11-02,3G03,Sewell,Margaret,
2010-11-02,3G04,Beach,Allen E.,
2010-11-02,3G05,Engel,David,
2012-11-06,3G03,Speck,Randy,
2012-11-06,3G04,Beach,Allen E.,
2012-11-06,3G05,Engel,David,
1979-11-06,3G06,Dankner,Donald K.,
1979-11-06,3G07,Brown,Clinton B.D.,
1979-11-06,3G08,No candidate,,
1981-11-03,3G06,Irvin,Paul L.,
1981-11-03,3G07,Jenkins,John A.,
1981-11-03,3G08,Feehan,Harry,
1984-11-06,3G06,Brown,James C. L.,
1984-11-06,3G07,Norman,Jeffrey,
1986-11-04,3G06,Roth,Richard (Dick),
1986-11-04,3G07,Norman,Jeffrey,
1988-11-08,3G06,Roth,Richard (Dick),
1988-11-08,3G07,Norman,Jeffrey,
1990-11-06,3G06,Norman,Jeffrey,
1990-11-06,3G07,Holmes,Marilyn J.,
1992-11-03,3G06,Norman,Jeffrey,
1992-11-03,3G07,Holmes,Marilyn J.,
1994-11-08,3G06,Norman,Jeffrey,
1994-11-08,3G07,Holmes,Marilyn J.,
1996-11-05,3G06,Norman,Jeffrey,
1996-11-05,3G07,Holmes,Marilyn J.,
1998-11-03,3G06,Norman,Jeffrey,
1998-11-03,3G07,Holmes,Marilyn J.,
2000-11-07,3G06,Gordon,Robert,
2000-11-07,3G07,Holmes,Marilyn,
2002-11-05,3G06,Gordon,Robert,
2002-11-05,3G07,Fromboluti,Christopher,
2004-11-02,3G06,Gordon,Robert,
2004-11-02,3G07,Fromboluti,Christopher,
2006-11-07,3G06,McCarthy,Jim,
2006-11-07,3G07,Fromboluti,Cris,
2008-11-04,3G06,McCarthy,Jim,
2008-11-04,3G07,Griffin,Henry,
2010-11-02,3G06,McCarthy,Jim,
2010-11-02,3G07,Griffin,Henry,
2012-11-06,3G06,McCarthy,Jim,
2012-11-06,3G07,Griffin,Henry,
1979-11-06,4A01,No candidate,,
1979-11-06,4A02,Wahl,Margot C.,
1979-11-06,4A03,Walker,Weldon D.,
1981-11-03,4A01,No candidate,,
1981-11-03,4A02,Wahl,Margot C.,
1981-11-03,4A03,Walker,Weldon D.,
1984-11-06,4A01,Sloan,Edith Barksdale,
1984-11-06,4A02,Nero,Steven Hart,
1984-11-06,4A03,Walker,James,
1986-11-04,4A01,Sloan,E. Ned,
1986-11-04,4A02,Nero,Steven Roberson,
1986-11-04,4A03,Harris,Juanita G.,
1988-11-08,4A01,Sloan,E. Ned,
1988-11-08,4A02,Towns,Tony,
1988-11-08,4A03,Harris,Juanita G.,
1990-11-06,4A01,Jackson,Rudy G.,
1990-11-06,4A02,Flowers,Ronald S.,
1990-11-06,4A03,Walker,James,
1992-11-03,4A01,Lucas,Karen B.,
1992-11-03,4A02,Pinkerton,Deborah N.,
1992-11-03,4A03,Hairston,Joseph H.,
1994-11-08,4A01,Sloan,E. Ned,
1994-11-08,4A02,Pinkerton,Deborah N.,
1994-11-08,4A03,Hairston,Joseph H.,
1996-11-05,4A01,Sloan,Douglass,
1996-11-05,4A02,Brown,Jourdina S.,
1996-11-05,4A03,Hairston,Joseph H.,
1998-11-03,4A01,Sloan,Douglass,
1998-11-03,4A02,Brown,Jourdina S.,
1998-11-03,4A03,Hairston,Joseph H.,
2000-11-07,4A01,Sloan,Douglass,
2000-11-07,4A02,Brown,Jourdina S.,
2000-11-07,4A03,Whatley,Stephen,
2002-11-05,4A01,Brown,Roy E.,
2002-11-05,4A02,Brown,Jourdina S.,
2002-11-05,4A03,Whatley,Stephen,
2004-11-02,4A01,Johnson,Clark,
2004-11-02,4A02,Brown,Jourdina S.,
2004-11-02,4A03,Whatley,Stephen,
2006-11-07,4A01,Johnson,Clark,
2006-11-07,4A02,Brown,Jourdina Smith,
2006-11-07,4A03,Whatley,Stephen A.,
2008-11-04,4A01,Kennedy,Karl,
2008-11-04,4A02,Toliver,Dwayne M.,
2008-11-04,4A03,Whatley,Stephen A.,
2010-11-02,4A01,Kennedy,Karl,
2010-11-02,4A02,Toliver,Dwayne M.,
2010-11-02,4A03,Whatley,Stephen A.,
2012-11-06,4A01,Anderson,Acqunetta,
2012-11-06,4A02,Toliver,Dwayne M.,
2012-11-06,4A03,Whatley,Stephen A.,
1979-11-06,4A04,Larsen,H. Hank,
1979-11-06,4A05,Walker,James,
1979-11-06,4A06,Manor,Mary M.,
1981-11-03,4A04,Larsen,H. Hank,
1981-11-03,4A05,Walker,James,
1981-11-03,4A06,Clark,Richard,
1984-11-06,4A04,Larsen,H. Hank,
1984-11-06,4A05,Barlow,Michael W.,
1984-11-06,4A06,Gilchrist,Stan L.,
1986-11-04,4A04,Larsen,H. Hank,
1986-11-04,4A05,Barlow,Michael W.,
1986-11-04,4A06,No candidate,,
1988-11-08,4A04,Larsen,H. Hank,
1988-11-08,4A05,Mack,Angela H.,
1988-11-08,4A06,Williams,Lloyd L.,
1990-11-06,4A04,Malone,Betty E.,
1990-11-06,4A05,Anderson,Judith A.,
1990-11-06,4A06,Williams,Lloyd L.,
1992-11-03,4A04,Vann,Riddick,
1992-11-03,4A05,Anderson,Judith A.,
1992-11-03,4A06,Waynes,Mary E.,
1994-11-08,4A04,Vann,Riddick,
1994-11-08,4A05,Anderson,Judith A.,
1994-11-08,4A06,Green,Alicia U.,
1996-11-05,4A04,Vann,Riddick,
1996-11-05,4A05,Anderson,Judith A.,
1996-11-05,4A06,No candidate,,
1998-11-03,4A04,Vann,Riddick,
1998-11-03,4A05,Anderson,Judith A.,
1998-11-03,4A06,Pyne-Hebron,Paula Moore Ayo,
2000-11-07,4A04,Vann,Riddick,
2000-11-07,4A05,Anderson,Judith A.,
2000-11-07,4A06,No candidate,,
2002-11-05,4A04,Lowery,Charles R.,Jr
2002-11-05,4A05,No candidate,,
2002-11-05,4A06,Sutton,Dianne Floyd,
2004-11-02,4A04,Dillard,Alicia,
2004-11-02,4A05,No candidate,,
2004-11-02,4A06,Sutton,Dianne Floyd,
2006-11-07,4A04,Bennett,Marian C.,
2006-11-07,4A05,Israel,Habieba S.,
2006-11-07,4A06,Lang,Brian J.,
2008-11-04,4A04,Bennett,Marian C.,
2008-11-04,4A05,Israel,Habieba S.,
2008-11-04,4A06,Burkhart,Christine,
2010-11-02,4A04,Bennett,Marian C.,
2010-11-02,4A05,Israel,Habieba,
2010-11-02,4A06,Boyd,Kimberly L.,
2012-11-06,4A04,Bennett,Marian C.,
2012-11-06,4A05,No candidate,,
2012-11-06,4A06,Braxton,Karrye Y.,
1979-11-06,4A07,Branche,Lois W.,
1979-11-06,4A08,No candidate,,
1979-11-06,4B01,Whitney,Stephen,
1981-11-03,4A07,Howard,Natalie A.,
1981-11-03,4A08,Jones,Harry T.,
1981-11-03,4B01,Burke,Albert O.,
1984-11-06,4A07,Thomas,Gregory,
1984-11-06,4A08,Eason,John C.,Jr
1984-11-06,4B01,Scott,Juanita J.,
1986-11-04,4A07,Thomas,Gregory,
1986-11-04,4A08,Eason,John C.,Jr
1986-11-04,4B01,Lovelace,Reginald B.,
1988-11-08,4A07,Rogers,Joyce A.,
1988-11-08,4A08,Eason,John C.,Jr
1988-11-08,4B01,Mathews,Ralston C.,
1990-11-06,4A07,Chatman,Larry L.,
1990-11-06,4A08,Eason,John C.,Jr
1990-11-06,4B01,Mathews,Ralston C.,
1992-11-03,4A07,Braganza,Mary,
1992-11-03,4A08,Eason,John C.,Jr
1992-11-03,4B01,Mathews,Ralston C.,
1994-11-08,4A07,Barnes,Gail,
1994-11-08,4A08,Brown,Donna M.L.,
1994-11-08,4B01,Mathews,Ralston C.,
1996-11-05,4A07,Chagnon,John J.,
1996-11-05,4A08,No candidate,,
1996-11-05,4B01,Mathews,Ralston C.,
1998-11-03,4A07,Chagnon,John J.,
1998-11-03,4A08,Jones,James H.,
1998-11-03,4B01,Eugene,Carla A.,
2000-11-07,4A07,Chagnon,John J.,
2000-11-07,4A08,Jones,James H.,
2000-11-07,4B01,Green,Sara,
2002-11-05,4A07,Shepard,Gregory,
2002-11-05,4A08,Jones,James H.,
2002-11-05,4B01,Payton,Doug,
2004-11-02,4A07,Shepard,Gregory,
2004-11-02,4A08,Jones,James H.,
2004-11-02,4B01,Payton,Doug,
2006-11-07,4A07,Wilson,Dave,
2006-11-07,4A08,Jones,James H.,
2006-11-07,4B01,Green,Sara,
2008-11-04,4A07,Wilson,Dave,
2008-11-04,4A08,Black,Gale B.,
2008-11-04,4B01,Green,Sara,
2010-11-02,4A07,Wilson,Dave,
2010-11-02,4A08,Black,Gale B.,
2010-11-02,4B01,Green,Sara,
2012-11-06,4A07,Wilson,Dave,
2012-11-06,4A08,Black,Gale B.,
2012-11-06,4B01,Green,Sara,
1979-11-06,4B02,Johnson,Gloria H.,
1979-11-06,4B03,No candidate,,
1979-11-06,4B04,Garrett,Wesley W.,
1981-11-03,4B02,Johnson,Gloria H.,
1981-11-03,4B03,Word,Fletcher H.,Jr
1981-11-03,4B04,Garrett,Wesley W.,
1984-11-06,4B02,Masciana,Andrea P.,
1984-11-06,4B03,Word,Fletcher H.,Jr
1984-11-06,4B04,Garrett,Wesley W.,
1986-11-04,4B02,Masciana,Andrea P.,
1986-11-04,4B03,Word,Fletcher H.,Jr
1986-11-04,4B04,Garrett,Wesley W.,
1988-11-08,4B02,Masciana,Leo P.,
1988-11-08,4B03,Crawley,Katie R.,
1988-11-08,4B04,Cooper,Yvonne Majett,
1990-11-06,4B02,Muhammad,Anthony,
1990-11-06,4B03,Crawley,Katie R.,
1990-11-06,4B04,Goldberg,Merle S.,
1992-11-03,4B02,Muhammad,Anthony,
1992-11-03,4B03,Crawley,Katie R.,
1992-11-03,4B04,Sanford,Mary,
1994-11-08,4B02,Muhammad,Anthony,
1994-11-08,4B03,Montague,Paul E.,
1994-11-08,4B04,Douglas,Sheila,
1996-11-05,4B02,Harold,Rosemary C.,
1996-11-05,4B03,Maychruk,Laura M.,
1996-11-05,4B04,No candidate,,
1998-11-03,4B02,Patterson,Cecily,
1998-11-03,4B03,Mustafa,A.M.,
1998-11-03,4B04,Kidd,Pat,
2000-11-07,4B02,Patterson,Cecily,
2000-11-07,4B03,Lieb,Louis,
2000-11-07,4B04,Kidd,Pat,
2002-11-05,4B02,Wheeler,Faith E.,
2002-11-05,4B03,Dickens,Georgia M.,
2002-11-05,4B04,Sanford,Mary,
2004-11-02,4B02,Wheeler,Faith E.,
2004-11-02,4B03,Kidd,Pat,
2004-11-02,4B04,Hickman,Wes,
2006-11-07,4B02,Wheeler,Faith E.,
2006-11-07,4B03,Grant,Frederick D.,
2006-11-07,4B04,McCutchen,Evelena,
2008-11-04,4B02,Wheeler,Faith E.,
2008-11-04,4B03,Smith,Monique M.,
2008-11-04,4B04,Sydnor,James J.,
2010-11-02,4B02,Wheeler,Faith E.,
2010-11-02,4B03,Grant,Frederick D.,
2010-11-02,4B04,Smith,Douglas E.,Sr
2012-11-06,4B02,Wheeler,Faith E.,
2012-11-06,4B03,Grant,Frederick D.,
2012-11-06,4B04,Parks,Brenda Dawson,
1979-11-06,4B05,No candidate,,
1979-11-06,4B06,No candidate,,
1979-11-06,4B07,No candidate,,
1981-11-03,4B05,Watson,William (Bill),
1981-11-03,4B06,No candidate,,
1981-11-03,4B07,Carpenter,Susie J.,
1984-11-06,4B05,Glenn,Charlie L.,
1984-11-06,4B06,Hardy,Edward B.,Sr
1984-11-06,4B07,Carpenter,Susie J.,
1986-11-04,4B05,Glenn,Charlie L.,
1986-11-04,4B06,Hardy,Edward B.,Sr
1986-11-04,4B07,Carpenter,Susie J.,
1988-11-08,4B05,Taylor,Gloria,
1988-11-08,4B06,Alexander,Maurice,
1988-11-08,4B07,Carpenter,Susie J.,
1990-11-06,4B05,Glenn,Charlie L.,
1990-11-06,4B06,Alexander,Maurice,
1990-11-06,4B07,Carpenter,Susie J.,
1992-11-03,4B05,Parker,Lori,
1992-11-03,4B06,Carpenter,Susie J.,
1992-11-03,4B07,Taylor,Vannie,III
1994-11-08,4B05,Parker,Lori,
1994-11-08,4B06,Adams,Terry L.,
1994-11-08,4B07,Taylor,Vannie,III
1996-11-05,4B05,Cooper,Lorraine Z.,
1996-11-05,4B06,Graves,Marie Woodward,
1996-11-05,4B07,Taylor,Vannie,III
1998-11-03,4B05,Cooper,Lorraine Z.,
1998-11-03,4B06,Thurston,Louis W.,
1998-11-03,4B07,Abdullah,Melva M.,
2000-11-07,4B05,Brown,Sharee A.,
2000-11-07,4B06,Thurston,Louis W.,
2000-11-07,4B07,Austin,Ronald,
2002-11-05,4B05,Hughes,Blondine C.,
2002-11-05,4B06,Burke,Michael,
2002-11-05,4B07,Montague,Paul E.,
2004-11-02,4B05,Hughes,Blondine C.,
2004-11-02,4B06,Burke,Michael,
2004-11-02,4B07,Jones,Judi,
2006-11-07,4B05,Hughes,Blondine C.,
2006-11-07,4B06,Palmer,Gloria D.,
2006-11-07,4B07,Jones,Judi,
2008-11-04,4B05,Speaks,Brenda,
2008-11-04,4B06,Abdullah,Idriys J.,
2008-11-04,4B07,Jones,Judi,
2010-11-02,4B05,Speaks,Brenda,
2010-11-02,4B06,Palmer,Gloria D.,
2010-11-02,4B07,Jones,Judi,
2012-11-06,4B05,Speaks,Brenda,
2012-11-06,4B06,Austin,Ronald (Ron),
2012-11-06,4B07,Jones,Judi,
1979-11-06,4B08,No candidate,,
1979-11-06,4B09,Bennett,Jean H.,
1979-11-06,4B10,Wilson,Johnie D.,
1981-11-03,4B08,No candidate,,
1981-11-03,4B09,Tucker,Mary C.,
1981-11-03,4B10,Wilson,Johnie D.,
1984-11-06,4B08,Tucker,Mary C.,
1984-11-06,4B09,Green,Louryn M.,
1984-11-06,4B10,Wilson,Johnie D.,
1986-11-04,4B08,Tucker,Mary C.,
1986-11-04,4B09,Green,Louryn M.,
1986-11-04,4B10,Green,David,
1988-11-08,4B08,Johnson,Evelyn U.,
1988-11-08,4B09,Neal,Beverlye C.,
1988-11-08,4B10,Houston,Thomas J.,
1990-11-06,4B08,Taylor,Vannie,III
1990-11-06,4B09,Neal,Beverlye C.,
1990-11-06,4B10,Gilmore,Alice W.,
1992-11-03,4B08,Gilmore,Alice W.,
1992-11-03,4B09,Lyon,A. (Amy) Hatcher,
1992-11-03,4B10,Wells,Victoria,
1994-11-08,4B08,Gilmore,Alice W.,
1994-11-08,4B09,Lyon,A. (Amy) Hatcher,
1994-11-08,4B10,Wells,Victoria,
1996-11-05,4B08,Richard,Robert V.,Sr
1996-11-05,4B09,Lyon,Amanda Hatcher,
1996-11-05,4B10,Wells,Victoria,
1998-11-03,4B08,Richard,Robert V.,Sr
1998-11-03,4B09,Lyon,Amanda Hatcher,
1998-11-03,4B10,Jackson,Frank E.,II
2000-11-07,4B08,Scott,Barrington D.,I
2000-11-07,4B09,Lyon,Amanda Hatcher,
2000-11-07,4B10,Settles-Nugent,Shirleta,
2002-11-05,4B08,Tignor,Jeffrey H.,
2002-11-05,4B09,Battle,Sandra Y.,
2004-11-02,4B08,Whiting,Cherita,
2004-11-02,4B09,Bowser,Muriel E.,
2006-11-07,4B08,Whiting,Cherita,
2006-11-07,4B09,Bowser,Muriel E.,
2008-11-04,4B08,Jefferson,Yvonne A.,
2008-11-04,4B09,Sloan,Douglass,
2010-11-02,4B08,Jefferson,Yvonne A.,
2010-11-02,4B09,Sloan,Doulass,
2012-11-06,4B08,Jefferson,Yvonne A.,
2012-11-06,4B09,Sloan,Douglass,
1979-11-06,4B11,No candidate,,
1979-11-06,4B12,No candidate,,
1979-11-06,4C01,Jones,O. Marion,
1981-11-03,4B11,Castellano,Catherine D.,
1981-11-03,4B12,Lee,Rose Ann,
1981-11-03,4C01,No candidate,,
1984-11-06,4B11,Castellano,Catherine D.,
1984-11-06,4B12,Lee,Rose Ann,
1984-11-06,4C01,Mack,Archie D.,
1986-11-04,4B11,Castellano,Catherine D.,
1986-11-04,4B12,No candidate,,
1986-11-04,4C01,No candidate,,
1988-11-08,4B11,Lyon,Amanda Hatcher,
1988-11-08,4B12,Southerland,Edna S.,
1988-11-08,4C01,Bonner,Robert F.,
1990-11-06,4B11,Lyon,Amanda Hatcher,
1990-11-06,4B12,Southerland,Edna S.,
1990-11-06,4C01,Ugdah,Taalib-Din,
1992-11-03,4C01,Hendricks,Audrey Joan,
1994-11-08,4C01,Hendricks,Audrey Joan,
1996-11-05,4C01,Hendricks,Audrey Joan,
1998-11-03,4C01,Heard,Chi,
2000-11-07,4C01,Hendricks,Robert,
2002-11-05,4C01,Mauuso,Alfreda C.,
2004-11-02,4C01,Prince,Harold W.,
2006-11-07,4C01,Jolley,Dee,
2008-11-04,4C01,Yates,Michael,
2010-11-02,4C01,Yates,Michael,
2012-11-06,4C01,Yates,Michael,
1979-11-06,4C02,Jones,"Geneva ""Ruby""",
1979-11-06,4C03,No candidate,,
1979-11-06,4C04,Young,Phyllis E.,
1981-11-03,4C02,Jones,"Geneva ""Ruby""",
1981-11-03,4C03,King,Laverne H.,
1981-11-03,4C04,No candidate,,
1984-11-06,4C02,Jones,"Geneva ""Ruby""",
1984-11-06,4C03,Young,Phyllis E.,
1984-11-06,4C04,Harris,Rudolph,
1986-11-04,4C02,Jones,"Geneva ""Ruby""",
1986-11-04,4C03,Baker,A. Cornelius,
1986-11-04,4C04,Harris,Rudolph,
1988-11-08,4C02,Jones,"Geneva ""Ruby""",
1988-11-08,4C03,Cooper-Wiggins,Lillian,
1988-11-08,4C04,Simpkins,Diane,
1990-11-06,4C02,Jones,"Geneva ""Ruby""",
1990-11-06,4C03,Cooper-Wiggins,Lillian,
1990-11-06,4C04,Fish,Susie A.,
1992-11-03,4C02,Jones,"Geneva ""Ruby""",
1992-11-03,4C03,Cooper-Wiggins,Lillian,
1992-11-03,4C04,Monroe,Thelma,
1994-11-08,4C02,Jones,"Geneva ""Ruby""",
1994-11-08,4C03,Cooper-Wiggins,Lillian,
1994-11-08,4C04,Monroe,Thelma,
1996-11-05,4C02,Ferger,Kathryn,
1996-11-05,4C03,Cooper-Wiggins,Lillian,
1996-11-05,4C04,Leraris,Steven,
1998-11-03,4C02,Young,Maureen,
1998-11-03,4C03,Fenty,Adrian,
1998-11-03,4C04,Portis,Vivian L.,
2000-11-07,4C02,Young,Maureen,
2000-11-07,4C03,Fenty,Shawn R.,
2000-11-07,4C04,Elberry,Nabil H.,
2002-11-05,4C02,Mitchell,Jackie,
2002-11-05,4C03,Fenty,Shawn R.,
2002-11-05,4C04,Leraris,Steve,
2004-11-02,4C02,Alexander,Kenneth,
2004-11-02,4C03,Bland,Ronald P.,
2004-11-02,4C04,Yesberger,Marc,
2006-11-07,4C02,Nickens,Damian A.,
2006-11-07,4C03,Bland,Ronald P.,
2006-11-07,4C04,Biscarr,Maggie,
2008-11-04,4C02,Myers,Janet M.,
2008-11-04,4C03,Davis,James,II
2008-11-04,4C04,Biscarr,Margaret T.,
2010-11-02,4C02,Myers,Janet M.,
2010-11-02,4C03,Badalamenti,Jean,
2010-11-02,4C04,Leraris,Steve,
2012-11-06,4C02,Myers,Janet M.,
2012-11-06,4C03,Standish,Jeff,
2012-11-06,4C04,Williams,Rickey,Jr
1979-11-06,4C05,Martin,Lorraine Lonesome,
1979-11-06,4C06,No candidate,,
1979-11-06,4C07,Dzidzoenyo,Velma V.,
1981-11-03,4C05,No candidate,,
1981-11-03,4C06,No candidate,,
1981-11-03,4C07,Dzidzienyo,Velma V.,
1984-11-06,4C05,Fant,Mary Lou,
1984-11-06,4C06,Dzidzienyo,Velma V.,
1984-11-06,4C07,Short,James E.,
1986-11-04,4C05,No candidate,,
1986-11-04,4C06,Dzidzienyo,Velma V.,
1986-11-04,4C07,McCoo,Peggy JP,
1988-11-08,4C05,Mitchell,LaMont J.,
1988-11-08,4C06,Dzidzienyo,Velma V.,
1988-11-08,4C07,McCoo,Peggy JP,
1990-11-06,4C05,Ostroskey,Charles W.,
1990-11-06,4C06,Spencer,Denise,
1990-11-06,4C07,McCoo,Peggy JP,
1992-11-03,4C05,Hawkins,John C.,
1992-11-03,4C06,Young,Kelvin,
1992-11-03,4C07,Thomas,Joan M.,
1994-11-08,4C05,Hawkins,John C.,
1994-11-08,4C06,Young,Kelvin,
1994-11-08,4C07,Maiden,Lew,
1996-11-05,4C05,No candidate,,
1996-11-05,4C06,Flowers,Willie,
1996-11-05,4C07,Bridges,Gregory,
1998-11-03,4C05,Fish,Susie A.,
1998-11-03,4C06,Flowers,Willie,
1998-11-03,4C07,Christophe,Angela,
2000-11-07,4C05,Barry,Andy,
2000-11-07,4C06,Flowers,Willie,
2000-11-07,4C07,Butler-Truesdale,Sandra,
2002-11-05,4C05,Barden,Kristen,
2002-11-05,4C06,Williams,Peron,
2002-11-05,4C07,Archer,Karen W.,
2004-11-02,4C05,Pryor,Franklin G.,
2004-11-02,4C06,Williams,Peron,
2004-11-02,4C07,Archer,Karen W.,
2006-11-07,4C05,Wassel,Louis,
2006-11-07,4C06,No candidate,,
2006-11-07,4C07,Anthony,Shanel O.,
2008-11-04,4C05,Vaughan,Joseph,
2008-11-04,4C06,Tumblin,David,
2008-11-04,4C07,Anthony,Shanel,
2010-11-02,4C05,Vaughan,Joseph,
2010-11-02,4C06,Tumblin,David,
2010-11-02,4C07,Anthony,Shanel,
2012-11-06,4C05,Vaughan,Joseph M.,
2012-11-06,4C06,Galloway,Vann-Di,
2012-11-06,4C07,Anthony,Shanel O.,
1979-11-06,4C08,No candidate,,
1979-11-06,4C09,Burton,C. M.,Jr
1979-11-06,4C10,Eason,John C.,Jr
1981-11-03,4C08,De Riddick,Kevin,
1981-11-03,4C09,Burton,C. M.,Jr
1981-11-03,4C10,Eason,John C.,Jr
1984-11-06,4C08,Martin,Lorraine L.,
1986-11-04,4C08,No candidate,,
1988-11-08,4C08,Downing,Christopher T.,
1990-11-06,4C08,Thomas,Joanne E.,
1992-11-03,4C08,McCoo,Peggy JP,
1992-11-03,4C09,Smith,Mary C. D.,
1992-11-03,4C10,Thomas,Joanne E.,
1994-11-08,4C08,Hunt,Jeanette,
1994-11-08,4C09,Smith,Mary C. D.,
1994-11-08,4C10,Jones,"Malachi ""June""",
1996-11-05,4C08,Jones,Timothy,
1996-11-05,4C09,Thomas,King,
1996-11-05,4C10,Jones,"Malachi ""June""",
1998-11-03,4C08,Jones,Timothy Allen,
1998-11-03,4C09,Faunteroy,Ronald X.,
1998-11-03,4C10,McQuirter,Mary Davis,
2000-11-07,4C08,Jones,Timothy Allen,
2000-11-07,4C09,Brown,George H.,
2000-11-07,4C10,Walker-Turner,John,Sr
2002-11-05,4C08,Jones,Timothy Allen,
